team_key,match_count,opr,ridge_offense,ridge_defense,defensive_specialist_index_shrunk,rank_ridge_defense_best,rank_defensive_specialist_best,suppression_rating_abs,suppression_rating_pct,avg_absolute_suppression,aggregate_suppression_pct,avg_match_suppression_pct,rank_suppression_abs_best,rank_suppression_pct_best,rank_avg_match_suppression_pct_best,suppression_rating_pct_shrunk,suppression_samples
frc2722,24,39.61257355522259,18.570938924956206,-28.9777005015298,-0.3190407829193809,111.0,102.0,-35.19602297868029,-0.12433882201764525,-104.03146694219575,-0.9050166891950779,-0.5,118.0,104.0,23.0,-0.08493958583414828,14
frc4653,24,43.03428833352334,12.150204992881836,-34.682875945973194,-0.3323539162476334,126.0,103.0,-33.771535400526915,-0.10353409236962163,-120.99712180422257,-1.2931823564530696,-0.5,114.0,64.0,23.0,-0.05977543609990463,10
frc10170,23,16.51532493854492,-1.6650355082448092,-24.0492073298421,-0.3394474832506113,85.0,104.0,-26.796935049014643,-0.1643996413723045,-95.0898527136875,-1.0119242555506862,-0.5,91.0,138.0,23.0,-0.11230633540556126,14
frc10070,36,41.99150347211369,26.94608009596008,-26.316307080101982,-0.34047936148696734,102.0,105.0,-27.099560787156737,-0.1004287277617756,-77.17109258475917,-0.6621332225366463,-0.5,95.0,62.0,23.0,-0.09167846602778301,25
frc10995,23,18.203776102142378,-1.527708758499026,-33.32001244783153,-0.3427246288106464,121.0,106.0,-30.25265597936309,-0.09728388651421671,-103.3391390438376,-0.8656819195804532,-0.5,107.0,58.0,23.0,-0.06879009585438516,15
frc6860,24,32.63031065809131,6.430092408159617,-31.392184657475013,-0.3473148169568602,117.0,107.0,-41.510191326479685,-0.12260124018993904,-136.70163939396937,-1.5902998032110467,-0.5,130.0,102.0,23.0,-0.07753983259231638,12
frc709,12,20.776800184821614,6.9861378629025825,-39.25561327535633,-0.3540161309045567,134.0,108.0,-44.223944027626715,-0.12051571731712475,-139.3236165724294,-1.2724149503470676,-0.5,133.0,96.0,23.0,-0.06223404881672866,8
frc10600,23,16.656547664588306,-0.49154780306939644,-32.14944286549781,-0.37191916169360684,118.0,109.0,-37.46898066371175,-0.136184809007697,-125.05175603436729,-1.064845007208243,-0.5,126.0,116.0,23.0,-0.07862633614013163,10
frc708,48,53.60656322915288,29.378036525021805,-24.072193315314557,-0.37773307331459705,86.0,110.0,-29.427557536929392,-0.1150798685283308,-85.48907437933329,-0.8194516266411378,-0.5,104.0,86.0,23.0,-0.10076336160057578,23
frc2590,36,100.7137614943374,63.13323561306793,-26.57939810450736,-0.3845295102597162,103.0,111.0,-25.812824725976558,-0.1142554361172202,-78.11056956250488,-0.6341690918961138,-0.5,85.0,84.0,23.0,-0.09559295621349582,21
frc486,36,21.8072135446124,9.130733147995265,-26.90467936050549,-0.40355546856164154,105.0,112.0,-23.80960933060773,-0.10995866452265476,-76.97585852207442,-0.7246055602090229,-0.5,72.0,76.0,23.0,-0.09627926079603573,23
frc8630,24,27.1523138646762,6.125349064522403,-33.76221169106324,-0.41337997289184836,123.0,113.0,-33.76759547932773,-0.11981236763351359,-114.37983892759216,-1.1592457558289955,-0.5,113.0,95.0,23.0,-0.07577599471586821,12
