team_key,match_count,opr,ridge_offense,ridge_defense,defensive_specialist_index_shrunk,rank_ridge_defense_best,rank_defensive_specialist_best,suppression_rating_abs,suppression_rating_pct,avg_absolute_suppression,aggregate_suppression_pct,avg_match_suppression_pct,rank_suppression_abs_best,rank_suppression_pct_best,rank_avg_match_suppression_pct_best,suppression_rating_pct_shrunk,suppression_samples
frc5113,36,35.93572279434332,17.96876956684635,-22.570324857932928,-0.4506542601890435,77.0,114.0,-22.045034844652132,-0.14289660346716693,-77.46497618293613,-0.6625831360718738,-0.5,64.0,121.0,23.0,-0.122369340415803,22
frc8721,24,24.010092773604484,9.869374062210436,-34.921433632394574,-0.45172816694876133,128.0,115.0,-36.49375612313589,-0.11092988062237455,-109.34525341720027,-0.8787791236500248,-0.5,123.0,78.0,23.0,-0.07577953501408317,14
frc9416,35,5.223404432356816,-5.550616916048996,-21.772556790999214,-0.4537518570631654,73.0,116.0,-21.681257454138436,-0.14862262942867532,-71.71800335521984,-0.6087667616413273,-0.5,60.0,124.0,23.0,-0.12727281609760632,22
frc8714,24,15.480119101178,-1.0949281764903365,-25.564991264082874,-0.4673668977909096,97.0,117.0,-25.339882168360912,-0.1676410152608447,-90.07597285225023,-1.016066103902936,-0.5,80.0,139.0,23.0,-0.12242768749524326,16
frc427,36,24.77674156876172,8.572774527865116,-19.12364076006313,-0.4862329764266184,56.0,118.0,-23.960098840551332,-0.1534954853431149,-72.11365155026316,-0.6692039254237444,-0.5,74.0,131.0,23.0,-0.14289652019773827,26
frc6808,35,38.527892651133435,13.115648838846058,-23.771643933129308,-0.49946592262196543,81.0,119.0,-38.83397595907114,-0.17425905159404514,-105.50927442889197,-0.8983266859290798,-0.5,128.0,143.0,23.0,-0.12321975706528579,15
frc10400,24,40.544417603100136,22.13682580520592,-30.612592684564255,-0.5227304150879714,115.0,120.0,-40.87266588913126,-0.16166444068659946,-116.28651239819443,-1.0186318546718216,-0.5,129.0,136.0,23.0,-0.10642056317157311,13
frc9424,24,6.760494290348351,-8.368451738600424,-34.394434596745604,-0.52816291646109,124.0,121.0,-44.60523827378448,-0.1411210331511047,-136.66412792324874,-1.45564558090778,-0.5,135.0,119.0,23.0,-0.08925277810272393,12
frc2180,24,18.64286446060337,-5.516943535441127,-34.51144925947634,-0.541933041490709,125.0,122.0,-26.588377930564516,-0.1433684438518532,-109.73306097067677,-1.274651066964215,-0.5,89.0,122.0,23.0,-0.090674165433164,12
frc4575,48,41.7091280458206,21.196782105418166,-21.886862560993375,-0.5641324541295175,74.0,123.0,-23.834604380811854,-0.1424680374898218,-77.93844463070506,-0.7734369046860129,-0.5,73.0,120.0,23.0,-0.13005492976111183,25
frc10143,24,40.76280976932122,14.425744480500892,-38.13488002481155,-0.5943631862528582,132.0,124.0,-44.656590714066176,-0.13377484604861165,-128.6717444531352,-1.0989194613651871,-0.5,136.0,112.0,23.0,-0.0810046920016833,11
frc193,36,81.10526782323677,50.30877354679798,-25.187983555047534,-0.6004663811564555,92.0,125.0,-36.104021921098216,-0.15239866782792766,-91.27925542595122,-0.8201081561059017,-0.5,121.0,128.0,23.0,-0.12750587346867173,21
frc8588,24,50.18282555273329,19.263698818695605,-39.03294242147311,-0.6266437268763329,133.0,126.0,-36.5293111319634,-0.13438905170948443,-124.90658054759842,-1.4825991043166502,-0.5,124.0,114.0,23.0,-0.08137661199900932,11
frc3340,24,16.239157510893286,-5.580099489091085,-40.566446910109406,-0.6675771346233561,138.0,127.0,-21.330868996468247,-0.12645160134575323,-89.20851501659467,-1.0975951717663837,-0.5,58.0,108.0,23.0,-0.07997501480563865,12
frc816,24,14.423613379641925,-0.7718236821156419,-34.78112374098658,-0.6892509300000395,127.0,128.0,-37.92636762633982,-0.15632987513300872,-117.82518291113519,-1.0537490261694213,-0.5,127.0,132.0,23.0,-0.11054191480859671,15
frc6921,36,51.05633211890408,29.808103287031184,-30.707542093432316,-0.7137710993875087,116.0,129.0,-28.581611851894024,-0.1403456937077662,-87.93597720928328,-0.7679996876560283,-0.5,100.0,118.0,23.0,-0.11459177906032098,20
frc4637,24,-0.1729059002842206,-7.0466825662611186,-40.61667245143796,-0.7161609877156542,139.0,130.0,-46.287717556779974,-0.12262772083748873,-127.91866999344013,-1.0963730429660705,-0.5,138.0,103.0,23.0,-0.08671089296563918,15
frc303,36,49.21959539145749,26.328431483999502,-33.71259727533515,-0.7243089012427774,122.0,131.0,-21.855802874168646,-0.12139423064986413,-76.6541326914529,-0.659818694283212,-0.5,62.0,100.0,23.0,-0.10156570023659901,21
frc6897,24,29.308648902411548,-2.5240458508817714,-36.703715153759234,-0.7338887778159741,130.0,132.0,-42.29926951804705,-0.15248840883721576,-120.19712133960658,-1.42793981926074,-0.5,131.0,129.0,23.0,-0.10782558794114193,15
frc10366,24,21.74635313467647,-2.1026286535323773,-36.23100388502871,-0.7654749214928903,129.0,133.0,-44.957630796350145,-0.1740946927712064,-124.71175233350542,-1.3905175386572755,-0.5,137.0,142.0,23.0,-0.11460315683032903,13
frc7414,24,17.822606380317396,8.547318036734712,-37.54126088199533,-0.8180440829634683,131.0,134.0,-44.1324162219193,-0.15874554056703014,-119.60262991395916,-1.083894014529793,-0.5,132.0,135.0,23.0,-0.11593135129588511,16
frc8771,24,26.965114259112013,8.007880123457447,-39.63895186075136,-0.8319701855298521,136.0,135.0,-53.0348093526423,-0.15805974608934167,-140.63863830725452,-1.2779858143434775,-0.5,140.0,134.0,23.0,-0.10797536241717061,14
frc10232,24,41.546031744523916,14.58960867104081,-44.13220952423343,-0.8613369133639068,142.0,136.0,-44.45803433257043,-0.15006216873488698,-137.28878220974613,-1.5996909944168494,-0.5,134.0,126.0,23.0,-0.09086715566136361,11
frc5624,24,43.12036988986775,12.486951603348016,-41.927904146673534,-0.8741339128041,141.0,137.0,-36.16218041887921,-0.15671922303714156,-116.50892256531087,-1.3658404399414126,-0.5,122.0,133.0,23.0,-0.10316522238651117,13
frc5684,24,35.90935529942726,15.883412783876077,-49.16068605414282,-0.9100896635906752,144.0,138.0,-54.46155462269949,-0.10465436935012773,-143.35990006352264,-1.3648421566246054,-0.5,143.0,67.0,23.0,-0.0740018142482769,15
frc2495,24,51.38886751968835,17.654076805129648,-40.14412612043614,-0.9321540478772005,137.0,139.0,-54.214519676058856,-0.17560255161487526,-138.31791906006416,-1.6181395967002885,-0.5,142.0,144.0,23.0,-0.11995938005163372,14
frc204,24,42.65797256861276,15.482066304698826,-45.62831562962961,-0.969088211788038,143.0,140.0,-56.07472668571659,-0.150748454629654,-150.48692569116744,-1.7845854650284654,-0.5,145.0,127.0,23.0,-0.09923478144480981,13
frc2554,36,1.031923404799997,-4.503199977919961,-30.18725832049252,-0.9761500768057162,114.0,141.0,-33.85381982498841,-0.15300197215100567,-82.14294464134264,-0.6942027563662728,-0.5,115.0,130.0,23.0,-0.14781394809001383,28
frc10918,36,11.034619520122305,4.927017657872409,-32.49104554885438,-0.9782691176044999,120.0,142.0,-33.45430659243983,-0.14730033778156795,-90.67168356191412,-0.76716305686017,-0.5,112.0,123.0,23.0,-0.1371291516873375,26
frc10997,24,29.319499211252257,8.962568738372973,-50.92288860162792,-1.2772125105014847,145.0,143.0,-54.90854234430623,-0.16204306993231818,-145.71038125798418,-1.4569759049205526,-0.5,144.0,137.0,23.0,-0.11833952625242372,16
frc1811,36,30.696382281940327,11.020130178385424,-39.39270668085386,-1.2823771377440083,135.0,144.0,-51.94841603867875,-0.17148844273605876,-122.27422528381359,-1.158209266785117,-0.5,139.0,141.0,23.0,-0.1400197271626121,20
frc9014,36,49.76050812412758,26.60328903173816,-41.638819981876665,-1.4666196906541638,140.0,145.0,-53.136327581584595,-0.18488142937854796,-131.80655871020383,-1.2510950582058062,-0.5,141.0,145.0,23.0,-0.15095505496461525,20
