team_key,match_count,opr,ridge_offense,ridge_defense,suppression_rating_abs,suppression_rating_pct,suppression_samples,expected_score_against_total,actual_score_against_total,avg_expected_score_against,avg_actual_score_against,avg_absolute_suppression,aggregate_suppression_pct,avg_match_suppression_pct,avg_opponent_offense_seen,sample_reliability,suppression_reliability,suppression_rating_pct_shrunk,defensive_specialist_index,defensive_specialist_index_shrunk,rank_ridge_defense_best,rank_suppression_abs_best,rank_suppression_pct_best,rank_avg_match_suppression_pct_best,rank_defensive_specialist_best
frc5895,36,155.8173243964984,111.99112244393999,-19.26751576283728,-16.114002162707777,-0.0740843086916458,24,2541.7835570420993,4125.7705599643805,105.90764821008747,171.9071066651825,-65.9994584550951,-0.623179341346273,-0.5,77.51199428187113,0.8660254037844386,0.8944271909999159,-0.06626302012023941,0.18678868627743156,0.16176374745577748,59.0,38.0,31.0,23.0,49.0
frc862,12,83.22473927414006,31.64740792286149,-19.067156795381397,-16.875608608858517,-0.11386379045758685,7,567.1709555149737,1221.3325857241773,81.02442221642481,174.47608367488246,-93.45166145845766,-1.153376462331794,-0.5,57.40844095558726,0.5,0.48304589153964794,-0.055001436175668696,0.3071017013921012,0.1535508506960506,53.0,42.0,83.0,23.0,50.0
frc4342,24,25.945701443133284,5.396991305993367,-18.585087328474888,-15.566070713017252,-0.08841657157956553,17,1793.9541238492238,2947.0349392962135,105.5267131676014,173.35499642918901,-67.82828326158757,-0.642759366093969,-0.5,81.67707398802133,0.7071067811865476,0.752772652709081,-0.06655757713139189,0.21579270767545308,0.15258848692791924,49.0,35.0,48.0,23.0,51.0
frc6016,23,17.385186286254168,-4.406085989967551,-23.925402185085442,-31.76168962495195,-0.07058310711794952,11,1336.7657576679587,2587.0203202460243,121.52415978799625,235.1836654769113,-113.65950568891502,-0.9352832053082989,-0.5,68.39880432685382,0.6922186552431729,0.6055300708194983,-0.0427401938517922,0.20075568170198835,0.13896682802017685,83.0,110.0,29.0,23.0,52.0
frc1626,24,41.634246321046305,16.663164482326497,-24.133993512740545,-18.579335883111764,-0.06641273145064067,13,1258.651777597116,2301.8040568925044,96.81936750747046,177.06185053019266,-80.2424830227222,-0.8287854495282753,-0.5,66.5526483251116,0.7071067811865476,0.6582805886043833,-0.043718211950152575,0.18136818887563744,0.1282466762454858,87.0,48.0,25.0,23.0,53.0
frc10157,36,29.18517817947952,14.870223510495803,-17.425924864714997,-16.679456850475404,-0.09483116791790429,23,2667.5250436833767,4286.178135797748,115.9793497253642,186.35557112164122,-70.37622139627703,-0.6067995859860046,-0.5,83.6395868036059,0.8660254037844386,0.8755950357709131,-0.08303369986527488,0.10767007422261463,0.09324501950414031,45.0,40.0,53.0,23.0,54.0
frc1676,36,84.6669564721276,56.01969271318303,-18.963036509266104,-25.06147371680654,-0.09374765799487578,20,2804.3643148204183,4440.920115533462,140.2182157410209,222.0460057766731,-81.82779003565226,-0.5835746062179672,-0.5,86.40212296956787,0.8660254037844386,0.816496580927726,-0.07654464222279787,0.09973288592463697,0.08637121280347108,52.0,78.0,51.0,23.0,55.0
frc2095,12,5.731217107983967,-3.7560743339920415,-23.250082207765733,-22.780312933249434,-0.09563414122614405,8,800.4536274724096,1574.545737122558,100.0567034340512,196.81821714031975,-96.76151370626854,-0.9670667769905635,-0.5,75.0116963019242,0.5,0.5163977794943222,-0.049385258173027205,0.16686418363386754,0.08343209181693377,79.0,67.0,56.0,23.0,56.0
frc4361,23,19.2105327669179,1.475065842682899,-23.45325222231493,-19.355378480392652,-0.07725397106577622,15,1432.7555127916078,2626.188687986331,95.51703418610718,175.07924586575538,-79.56221167964824,-0.8329635897679541,-0.5,72.4327506764688,0.6922186552431729,0.7071067811865476,-0.05462680681419971,0.10572721175896457,0.07318634834640064,80.0,50.0,35.0,23.0,57.0
frc203,24,14.133196306307886,-7.325628451547122,-20.974024360095516,-11.871826788787667,-0.10133325738759254,13,1153.3129000860072,2173.1068061998826,88.71637692969286,167.1620620153756,-78.44568508568274,-0.8842300350909329,-0.5,61.670529288218596,0.7071067811865476,0.6582805886043833,-0.0667057163183039,0.10264217120408994,0.07257897529412258,68.0,21.0,63.0,23.0,58.0
frc7110,36,4.176888121971331,-8.621720912912423,-13.566889436904376,-13.516318083190557,-0.1056695638216168,29,3291.576051418133,4977.068882047401,113.50262246269423,171.62306489818621,-58.12044243549199,-0.5120625512824153,-0.5,97.90428820118113,0.8660254037844386,0.983192080250175,-0.10389347827290406,0.08258951483756607,0.07152461793556404,28.0,27.0,69.0,23.0,59.0
frc2539,36,120.97968248610017,84.06455836974676,-15.593541448059488,-17.581725319633744,-0.11650927893416993,22,2544.68050751151,4015.8288495535126,115.66729579597772,182.53767497970512,-66.87037918372738,-0.578126934874298,-0.49183118939155657,82.69400744033635,0.8660254037844386,0.8563488385776752,-0.09977258569879882,0.07361145618729978,0.06374939106776681,35.0,45.0,88.0,17.0,60.0
frc365,36,35.5007314534069,17.092793116465355,-20.325335261257376,-24.105870214811702,-0.09543234202928351,18,2067.0195244718147,3404.5086521720673,114.83441802621194,189.13936956511486,-74.30495153890293,-0.647061680775377,-0.4990660716724393,72.60380272457151,0.8660254037844386,0.7745966692414834,-0.07392157427379703,0.0670473599902176,0.05806471700820881,64.0,75.0,55.0,21.0,61.0
frc8117,36,14.14524871876754,1.893508800413279,-16.538395199819888,-16.590335764677963,-0.1060361763460554,24,2886.7675898261637,4469.514695336586,120.28198290942349,186.22977897235774,-65.9477960629343,-0.5482765952785738,-0.49519786670094473,87.62193368368588,0.8660254037844386,0.8944271909999159,-0.09484163935357405,0.059395105962538386,0.05143767062402682,41.0,39.0,70.0,20.0,62.0
frc3142,24,36.381424703291344,10.181510643772098,-22.105261512298696,-23.457714687450324,-0.10782979001637145,11,1225.4543546916655,2249.301466042819,111.40494133560595,204.4819514584381,-93.07701012283214,-0.8354836778957483,-0.5,65.11666689753613,0.7071067811865476,0.6055300708194983,-0.06529418038506503,0.06365890142152208,0.04501364087804422,75.0,69.0,74.0,23.0,63.0
frc7587,36,61.73356721202461,40.130485283197146,-12.018850539672986,-20.759180408408806,-0.13092507067388048,23,3122.452455568881,4673.890305569083,135.7588024160383,203.21262198126445,-67.4538195652262,-0.4968651635457954,-0.5,97.19164350330826,0.8660254037844386,0.8755950357709131,-0.11463734194000572,0.04912059708814428,0.042539684927392865,23.0,55.0,110.0,23.0,64.0
frc6945,23,3.4678916849703256,-9.285249133788104,-24.29970602591758,-30.38832802078034,-0.08373164631451015,13,1281.6960011147721,2657.8621899506948,98.5920000857517,204.45093768851498,-105.85893760276328,-1.073707172089937,-0.5,68.01804558824146,0.6922186552431729,0.6582805886043833,-0.05511891742072978,0.06130443507812346,0.042436073610221024,89.0,108.0,42.0,23.0,65.0
frc5732,24,32.98124981163896,4.883065375169551,-20.97439387259531,-29.02920928441766,-0.11567118948210513,12,1470.0215406551872,2745.9697396337533,122.50179505459893,228.8308116361461,-106.32901658154718,-0.8679792531542614,-0.5,71.13441997237035,0.7071067811865476,0.6324555320336759,-0.07315688368487293,0.03907005003722571,0.027626697322620027,69.0,102.0,87.0,23.0,66.0
frc8704,24,-2.6008792373288045,-11.16672919982553,-19.838192699099434,-25.134143994327562,-0.13251389952224776,11,1317.9210287033022,2270.1622925768747,119.81100260939111,206.37839023426133,-86.56738762487021,-0.7225328704334273,-0.5,69.96656490108892,0.7071067811865476,0.6055300708194983,-0.08024115096227456,0.022399463548017827,0.01583881256974429,62.0,79.0,111.0,23.0,67.0
frc5407,24,42.73344812727958,16.31445902511295,-21.697110670503278,-23.50634299690136,-0.12494925019736056,10,1057.0570739810055,2059.5192156064736,105.70570739810054,205.95192156064735,-100.24621416254678,-0.9483519540246521,-0.5,59.56424768097014,0.7071067811865476,0.5773502691896257,-0.07213948323648801,0.015303630698914987,0.010821301043977412,72.0,70.0,106.0,23.0,68.0
frc2720,24,33.64786377397971,4.612562870501572,-22.692913012766276,-26.86711083629687,-0.11789379078141939,10,850.7605237714821,1939.9331038575206,85.07605237714822,193.99331038575207,-108.91725800860385,-1.2802340372560528,-0.5,52.25156062479629,0.7071067811865476,0.5773502691896257,-0.0680660118434379,0.008876949305938957,0.006276951050478654,78.0,93.0,90.0,23.0,69.0
frc1647,24,46.045575880537854,14.189038058060158,-24.010351186263666,-34.83093664180379,-0.1129751352131854,9,872.8332668428451,2001.0773095601182,96.98147409364945,222.34192328445758,-125.36044919080814,-1.2926226412041824,-0.5,52.65365245990689,0.7071067811865476,0.5477225575051661,-0.06187902999345785,0.008234305489517861,0.005822533249999694,84.0,117.0,81.0,23.0,70.0
